timestamp,vx_camera,vy_camera,vz_camera,speed
1750921983.146057129,0.158536914,-0.270322325,-1.501078072,1.533441714
1750921983.158057213,0.042129051,-0.207728838,-1.604549509,1.618488571
1750921983.170057297,-0.065299518,-0.142588176,-1.711576102,1.718746103
1750921983.182057381,-0.232433601,-0.091399159,-1.720077984,1.738116065
1750921983.194057465,-0.324074544,-0.059819745,-1.677132407,1.709203271
1750921983.206057549,-0.334381553,-0.060599279,-1.659803824,1.694234939
1750921983.218057632,-0.196655063,-0.173857946,-1.628244581,1.649266568
1750921983.230057716,-0.169232101,-0.164763627,-1.668118605,1.684757026
1750921983.242057800,-0.250202711,-0.068297526,-1.621906692,1.642512486
1750921983.254057884,-0.205789272,-0.015820860,-1.649356139,1.662219960
1750921983.266057968,-0.318221017,0.078369593,-1.671568456,1.703392941
1750921983.278058052,-0.154845247,-0.010226866,-1.627334133,1.634716495
1750921983.290058136,-0.044001354,0.051051315,-1.668988927,1.670349184
1750921983.302058220,-0.011314203,0.048528195,-1.658745469,1.659493757
1750921983.314058304,0.035307989,-0.006493761,-1.690363116,1.690744300
1750921983.326058388,-0.147449226,-0.072907725,-1.693315591,1.701286131
1750921983.338058472,-0.460632404,-0.160323146,-1.671131073,1.740851741
1750921983.350058556,-0.307670455,-0.111408958,-1.651637872,1.683740100
1750921983.362058640,-0.244288785,-0.209205287,-1.676695213,1.707264098
1750921983.374058723,-0.183269989,-0.181340597,-1.630557923,1.650815387
1750921983.386058807,-0.224344856,-0.263543918,-1.576808008,1.614344915
1750921983.398058891,-0.476155711,-0.293306634,-1.601893999,1.696707820
1750921983.410058975,-0.077361891,-0.104829667,-1.678457632,1.683506502
1750921983.422059059,-0.127774951,-0.119519633,-1.678370256,1.687464991
1750921983.434059143,-0.213851653,-0.147781464,-1.634105955,1.654652278
1750921983.446059227,-0.173946953,-0.051040734,-1.602074334,1.612298010
1750921983.458059311,-0.333307387,-0.036780732,-1.559420849,1.595067403
1750921983.470059395,-0.013250668,0.181608464,-1.641197183,1.651267818
1750921983.482059479,-0.091100532,0.101009465,-1.651973121,1.657563698
1750921983.494059563,-0.381965703,-0.211198414,-1.628143699,1.685631772
1750921983.506059647,-0.282942619,-0.175226193,-1.663271451,1.696240745
1750921983.518059731,-0.382883551,-0.229565683,-1.591650731,1.653073582
1750921983.530059814,-0.074364788,-0.065519787,-1.633889732,1.636892978
1750921983.542059898,-0.039505951,-0.084746972,-1.586211093,1.588964569
1750921983.554059982,-0.041804704,-0.103191965,-1.570240117,1.574182404
1750921983.566060066,-0.053019026,0.008968970,-1.585238878,1.586150610
1750921983.578060150,-0.278403327,-0.011955116,-1.485116913,1.511033945
1750921983.590060234,-0.037368943,0.171537044,-1.639684629,1.649056420
1750921983.602060318,-0.101222391,0.001810254,-1.633221826,1.636356558
1750921983.614060402,0.108322412,-0.051243340,-1.709716245,1.713910518
1750921983.626060486,0.098027336,-0.174481151,-1.737994837,1.749479661
1750921983.638060570,-0.062495362,-0.287062757,-1.663610792,1.689352409
1750921983.650060654,-0.030805531,-0.105860931,-1.717927453,1.721461662
1750921983.662060738,-0.183609576,-0.210541710,-1.644016131,1.667581880
1750921983.674060822,-0.005774013,0.006030266,-1.685381556,1.685402235
1750921983.686060905,-0.079322375,-0.014258610,-1.637718239,1.639700088
1750921983.698060989,-0.129752886,-0.089934241,-1.607241403,1.614976442
1750921983.710061073,-0.279983312,-0.066985134,-1.503905248,1.531211500
1750921983.722061157,-0.330586482,-0.128004445,-1.444973830,1.487824562
1750921983.734061241,-0.299084731,0.006131780,-1.492815039,1.522493355
1750921983.746061325,-0.275783669,0.017714025,-1.530712919,1.555458922
1750921983.758061409,-0.158550909,-0.016060966,-1.560123030,1.568241121
1750921983.770061493,-0.141584330,-0.009288875,-1.549990953,1.556471766
1750921983.782061577,-0.077627656,0.020682344,-1.591684351,1.593710415
1750921983.794061661,-0.113529737,0.022645238,-1.574897830,1.579146916
1750921983.806061745,-0.141280826,-0.066381169,-1.675530513,1.682786152
1750921983.818061829,-0.223852283,-0.103966304,-1.643914903,1.662340231
1750921983.830061913,-0.175157758,-0.117703920,-1.695474922,1.708557773
1750921983.842061996,-0.224790413,-0.086051811,-1.601303727,1.619292831
1750921983.854062080,-0.231878271,0.000139603,-1.501202526,1.519005127
1750921983.866062164,-0.246308324,-0.019996880,-1.549390939,1.568974170
1750921983.878062248,-0.235620651,-0.086656611,-1.593191721,1.612850371
1750921983.890062332,-0.129621682,-0.105754416,-1.747108274,1.755099171
1750921983.902062416,-0.152231246,-0.136115160,-1.629784875,1.642528668
1750921983.914062500,-0.143736690,-0.108909650,-1.567704526,1.578042784
1750921983.926062584,-0.166948095,-0.066663696,-1.560390484,1.570711360
1750921983.938062668,-0.174283427,-0.087297901,-1.590819878,1.602717542
1750921983.950062752,-0.164300764,-0.032112921,-1.607610913,1.616304065
1750921983.962062836,-0.233166387,-0.139407082,-1.575395623,1.598647012
1750921983.974062920,-0.292707403,-0.166995482,-1.525604184,1.562380633
1750921983.986063004,-0.249861768,-0.137367604,-1.614808040,1.639788330
1750921983.998063087,-0.205011852,-0.116769199,-1.702379070,1.718650459
1750921984.010063171,-0.153307962,-0.042782101,-1.690384740,1.697861658
1750921984.022063255,-0.160249779,-0.053503427,-1.687577333,1.696012931
1750921984.034063339,-0.148295775,-0.007335894,-1.543207903,1.550334185
1750921984.046063423,-0.077166573,0.087117094,-1.594605378,1.598846578
1750921984.058063507,-0.141465971,0.006107341,-1.596541098,1.602807973
1750921984.070063591,-0.176356487,-0.048735363,-1.536066747,1.546925272
1750921984.082063675,-0.238790579,-0.138502506,-1.609197638,1.632703563
1750921984.094063759,-0.234431393,-0.123636773,-1.582868412,1.604903903
1750921984.106063843,-0.148965639,-0.134383834,-1.720862151,1.732517336
1750921984.118063927,-0.195839902,-0.189245163,-1.726224633,1.747575029
1750921984.130064011,-0.162056747,-0.052539128,-1.484033869,1.493780196
1750921984.142064095,-0.134385432,0.000145133,-1.401926009,1.408352229
1750921984.154064178,-0.173374705,0.106676593,-1.376330966,1.391303566
1750921984.166064262,-0.191808705,-0.008085055,-1.500637586,1.512867844
