timestamp,vx_camera,vy_camera,vz_camera,speed
0.006001000,-0.660641193,-2.414706237,-5.583755740,6.119279464
0.018001000,0.123153363,-1.099104776,-2.352769616,2.599754397
0.030001000,0.911427347,0.213193399,0.879112192,1.284129854
0.042001000,1.204258918,0.005568702,0.440895926,1.282442891
0.054001000,2.576078013,-0.524752817,-0.391698626,2.658001366
0.066001000,2.883615029,-0.602441131,-1.333288559,3.233547485
0.078001000,1.934278147,-1.692889268,-1.018975248,2.765070809
0.090001000,1.111188812,-0.517180835,0.644802122,1.384913849
0.102001000,-0.621296392,0.630514660,-0.168321867,0.901049496
0.114001000,-0.808878426,0.859886478,-0.267949719,1.210572640
0.126001000,-0.703889529,0.790407351,-0.297501874,1.099414214
0.138001000,0.272469664,1.593246131,-1.151331550,1.984499255
0.150001000,1.065266659,1.577669811,-1.352217696,2.335022010
0.162001000,1.318036896,1.554549148,2.117429414,2.938937161
0.174001000,-0.648515390,1.205494998,7.311249734,7.438290332
0.186001000,-2.337367711,0.478959587,9.642919887,9.933709984
0.198001000,-2.496633975,0.602322845,7.775622654,8.188790001
0.210001000,-3.958590566,0.532292509,3.137595786,5.079200912
0.222001000,-3.189842777,0.545436179,0.252192805,3.245951136
0.234001000,-3.220369114,1.799268144,-0.590389626,3.735867100
0.246001000,-2.253449637,2.431521377,-1.183330055,3.520028621
0.258001000,-0.214497072,1.891553447,0.966688217,2.135057270
0.270001000,1.327832069,2.423793633,-5.049067816,5.755953387
0.282001000,2.509076632,1.557747428,-7.749744363,8.293405832
0.294001000,3.849703080,1.525327776,-10.531122089,11.315978573
0.306001000,3.950071148,1.416988150,-10.775552820,11.563885855
0.318001000,-0.447471275,0.658383899,-1.441809139,1.646971005
0.330001000,-3.312491622,4.972349622,-0.491641487,5.994878886
0.342001000,-6.414241925,5.043478548,5.047629713,9.594672535
0.354001000,-5.005869241,4.640074238,4.302209000,8.068334281
0.366001000,-1.143420091,2.391669263,1.298924536,2.952066449
0.378001000,0.262872107,-0.663503714,0.128042292,0.725074997
0.390001000,1.297764301,0.493696813,-2.079444560,2.500403648
0.402001000,0.221360660,-0.289280723,0.469293621,0.594071023
0.414001000,-0.013909415,0.031376143,0.485172340,0.486384758
0.426001000,-0.052997637,0.052188304,0.516226935,0.521557875
0.438001000,-0.133848325,-0.518114277,-0.640858513,0.834899641
0.450001000,-0.157342461,-0.773207663,-1.128716165,1.377173526
0.462001000,-0.190846938,-0.754854227,-1.232249951,1.457623888
0.474001000,-0.120351023,-0.513692099,-0.861076115,1.009859404
0.486001000,-4.704334670,1.292089658,-5.001888574,6.987070178
0.498001000,-6.292232952,1.811972820,-6.705803228,9.372472350
0.510001000,-5.883991754,1.728642487,-6.232640971,8.743876559
0.522001000,-3.693229059,0.989470442,-3.521035806,5.197757765
0.534001000,0.522999374,-0.327591134,1.237773508,1.383086243
0.546001000,-0.270589128,-0.350075777,0.375357484,0.580228202
0.558001000,-0.337200010,-0.322314656,0.382459500,0.603212942
0.570001000,-0.234328527,-0.320389216,0.429643493,0.584938150
0.582001000,-0.149479369,-0.267727898,0.469820597,0.561029146
0.594001000,-0.001880369,-0.119893771,0.359673970,0.379135090
0.606001000,0.006315832,-0.121665555,0.079876967,0.145680222
0.618001000,-0.259821565,-0.169098702,0.458034656,0.553079888
0.630001000,-0.358441993,-0.214191398,0.724584066,0.836289834
0.642001000,-0.317713446,-0.213786654,0.752252789,0.844115410
0.654001000,-0.142652554,-0.262238470,0.564004821,0.638138077
0.666001000,0.102575278,-0.253985903,0.079974846,0.285353294
0.678001000,0.104084468,-0.265480870,0.106995395,0.304568027
0.690001000,-0.019532264,-0.047011593,-0.086357349,0.100245653
0.702001000,-0.131568849,0.142218544,-0.244691979,0.312106778
0.714001000,-0.159269970,0.178417617,-0.137315849,0.275781456
0.726001000,-0.113080413,0.104180252,0.044832285,0.160158167
0.738001000,-0.050180132,-0.035565215,0.330238984,0.335917723
0.750001000,-0.234618594,-0.231802357,0.512155710,0.609164747
0.762001000,-0.186047901,-0.299814324,0.764215437,0.841740866
0.774001000,3.821294954,-1.462623691,-3.859938302,5.625005501
0.786001000,5.936781203,-2.007070877,-6.548525736,9.064044013
0.798001000,6.059269827,-1.795888528,-7.040426804,9.460844361
0.810001000,4.231350048,-1.208752641,-5.524938045,7.063309888
0.822001000,-3.662313557,-1.011818883,-4.487727731,5.880137603
0.834001000,-5.802352046,-1.450336415,-6.255924715,8.654903756
0.846001000,-5.794647923,-1.534906633,-6.078623811,8.537186326
0.858001000,-3.942391672,-0.987099556,-3.751184072,5.530659958
0.870001000,0.152785719,0.098680431,-0.079315734,0.198424518
0.882001000,0.213250348,0.086568805,0.080496255,0.243822715
0.894001000,0.166953975,0.033350317,0.034837772,0.173780159
0.906001000,0.106287994,0.013048051,0.026047657,0.110208301
0.918001000,5.426933547,0.870773058,1.067717685,5.599095864
0.930001000,7.983092337,1.250248746,1.593177706,8.235963841
0.942001000,7.952301330,1.198269836,1.641696713,8.207930015
0.954001000,5.279623564,0.768389145,1.153295923,5.458473994
0.966001000,-0.043594406,-0.058259320,0.100117425,0.123766390
0.978001000,0.061437178,0.028850811,-0.052268016,0.085667039
0.990001000,-0.058099779,-0.056215823,0.123803670,0.147861935
1.002001000,-0.126622535,-0.114285241,0.264031138,0.314335528
1.014001000,0.905882603,0.130701456,0.483996548,1.035354442
1.026001000,1.463377269,0.227132616,0.539737233,1.576191149
1.038001000,1.566492407,0.403341601,0.295988387,1.644442773
1.050001000,1.016398131,0.315448155,0.230199183,1.088836242
1.062001000,-0.048898040,0.078419451,0.058506816,0.109378591
1.074001000,-0.028526591,0.033941476,0.070832074,0.083564184
1.086001000,-1.335098065,-0.226435590,8.023153914,8.136630669
1.098001000,-2.005723095,-0.305431965,12.007834105,12.178025033
1.110001000,-2.054622191,-0.036156559,11.861365589,12.038055211
1.122001000,-1.472531157,0.319267468,7.814414246,7.958350943
1.134001000,-0.169221696,0.436205384,0.043117811,0.469861964
1.146001000,-0.161727688,0.280240078,0.194971004,0.377761881
1.158001000,-0.094801244,-0.007935528,0.303494787,0.318055552
1.170001000,0.043253717,-0.191174481,0.538537563,0.573097961
1.182001000,0.093704195,-0.163534322,0.541408617,0.573277630
1.194001000,0.093961011,-0.163513088,0.541370520,0.573277630
1.206001000,0.147835891,0.781396854,0.284884154,0.844745805
1.218001000,0.144722347,1.561442972,-0.245284091,1.587202885
1.230001000,-0.290879178,1.705334500,-0.008652698,1.729985931
1.242001000,-0.561696579,1.276601910,0.183071916,1.406673669
1.254001000,-0.679686557,0.154909143,0.297920996,0.758107894
1.266001000,-0.447825195,-0.093890011,0.271523600,0.532059964
1.278001000,0.020830797,-0.098758424,-0.028930436,0.104995803
1.290001000,0.029362924,-0.041238287,-0.015213464,0.052860449
1.302001000,-0.003507391,-0.092395547,0.001815272,0.092479912
1.314001000,-0.237815032,-0.236298961,0.232542494,0.408006372
1.326001000,2.654715826,0.294952960,-4.960109574,5.633577935
1.338001000,4.175888020,0.652533071,-7.606260350,8.701668614
1.350001000,4.298049617,0.644489253,-7.027338684,8.262692411
1.362001000,2.974391065,0.372448106,-4.271406400,5.218297848
1.374001000,-0.325168028,-0.648162593,0.276452246,0.776063681
1.386001000,-0.495166391,-0.857873115,-0.466043428,1.094683750
1.398001000,-0.536941447,-0.812929394,-1.133682083,1.494789411
1.410001000,-0.286923814,-0.275659168,0.314330349,0.507066880
1.422001000,0.063988873,0.543337091,-1.728606888,1.813116528
1.434001000,0.088250578,0.638978987,-3.410518436,3.470982327
1.446001000,-0.400383410,0.345802935,-4.336602789,4.368753861
1.458001000,-0.748461600,-0.143859718,-3.886342881,3.960372630
1.470001000,-0.777906693,-0.305780952,-0.567362730,1.010218432
1.482001000,-1.237036032,1.880035465,-3.693946424,4.325509413
1.494001000,-1.088806204,3.191675332,-4.884860283,5.935836113
1.506001000,0.095595920,3.213436704,-5.174353735,6.091736255
1.518001000,1.050315549,2.167539790,-3.681476173,4.399392948
1.530001000,1.404599528,-0.393304500,0.915666948,1.722217821
1.542001000,0.572163713,-0.700775942,1.713695305,1.937836379
1.554001000,-1.268708003,0.704913548,4.100222531,4.349522723
1.566001000,-1.391229797,1.626302922,4.451793492,4.939518887
1.578001000,-0.924563322,2.464689561,3.297702180,4.219520308
1.590001000,-0.326056429,2.106732141,2.335306471,3.162007183
1.602001000,0.295680253,0.875282231,-0.610449437,1.107336584
1.614001000,0.216837260,0.741682629,-1.174807787,1.406159613
1.626001000,0.319248045,-1.598754573,1.013219063,1.919517744
1.638001000,0.535404195,-3.996190938,5.642055592,6.934622626
1.650001000,1.484563909,-3.219516950,10.537838886,11.118240318
1.662001000,0.836886241,-3.065963116,13.193780529,13.571158870
1.674001000,0.493860219,1.696718188,7.382254740,7.590812577
1.686001000,0.790985148,5.027754193,5.763558891,7.689120939
1.698001000,2.246234175,5.395366076,5.889043875,8.296769300
1.710001000,3.460005490,5.742887540,5.834602154,8.887911880
1.722001000,2.916738405,1.995381217,7.398049146,8.198782854
1.734001000,1.807377658,1.712495116,3.964333108,4.681366308
1.746001000,1.637586235,0.086441867,6.928742808,7.120157146
1.758001000,0.708804993,-0.512702329,9.551669828,9.591645568
1.770001000,-0.421629809,-1.025430228,8.818619281,8.888043928
1.782001000,-2.063909058,-2.239568964,6.753320599,7.408287849
1.794001000,-0.342196101,1.019082379,1.203731442,1.613876219
1.806001000,5.486240862,1.692378390,-0.988216125,5.825766432
1.818001000,7.603912515,2.369134756,-2.170128666,8.254801236
1.830001000,7.510131658,2.964535915,-4.168225230,9.086509356
1.842001000,3.541115714,1.394836450,-2.801883664,4.726057690
1.854001000,-0.531634186,0.694905978,1.307551907,1.573283577
1.866001000,-1.223839149,-0.019640313,3.862159067,4.051473888
1.878001000,-0.375289900,-0.041359985,5.156801460,5.170604844
1.890001000,0.762407212,0.498634137,3.366633484,3.487710105
1.902001000,1.649642825,-0.489788497,1.818491933,2.503622801
1.914001000,5.622825461,-3.268867609,-3.656282051,7.461237166
1.926001000,6.588088214,-5.022402545,-11.062147659,13.820222302
1.938001000,7.752408104,-3.588775982,-15.831580989,17.989388568
1.950001000,6.187104772,-1.380184107,-15.657187238,16.891793446
1.962001000,1.775445959,-0.002724309,-6.647147957,6.880173816
1.974001000,1.461219106,0.094216052,-1.379118928,2.011468856
1.986001000,0.699904328,0.828572038,-2.516145103,2.739960560
1.998001000,0.542151316,1.610862184,-3.585643056,3.968077765
2.010001000,2.644431859,1.519695802,-3.232740178,4.444446450
2.022001000,5.151983805,0.321565318,-5.394590197,7.466454632
2.034001000,6.391428255,-2.361303227,-2.145924691,7.143605592
2.046001000,5.626147808,-3.560759770,-1.068749533,6.743498711
2.058001000,2.439323673,-3.617635143,0.491896604,4.390848014
2.070001000,0.773540531,-2.812521935,3.215890474,4.341727321
2.082001000,1.208299321,-1.448299390,2.909095397,3.467044044
2.094001000,1.176918208,-2.840694524,3.505676971,4.663094774
2.106001000,0.702132823,-3.713122845,3.502239279,5.152276364
2.118001000,3.430564742,-3.077569921,3.701397447,5.911053555
2.130001000,4.499261930,-0.659569213,-1.605422042,4.822423601
2.142001000,4.113409906,2.555628766,-2.877473055,5.633048076
2.154001000,3.154643041,2.292151760,-1.682386220,4.246899551
2.166001000,5.097247642,0.601861530,0.598384267,5.167420494
2.178001000,7.838427411,-1.593478374,4.582809889,9.218582542
2.190001000,8.165258009,-2.130675625,6.998452873,10.963099907
2.202001000,4.910375421,-1.137073799,7.403080718,8.956021869
2.214001000,1.040459386,-0.447864007,7.332233643,7.419217485
2.226001000,1.001557098,0.985070985,5.040019834,5.232139276
2.238001000,0.987934568,1.663852520,-0.429622430,1.982169355
2.250001000,0.929902300,2.269463918,-0.241489052,2.464447549
2.262001000,1.506985397,3.985537930,-1.102741028,4.401312913
2.274001000,1.329672013,4.855563639,-1.193642883,5.173906575
2.286001000,1.296654427,3.967015821,1.426754520,4.410686533
