timestamp,success,tx,ty,tz,qx,qy,qz,qw,track_count,pnp_point_count,pnp_inlier_count,reprojection_error_mean,reprojection_error_median,pnp_rotation_step_deg,imu_rotation_step_deg,pnp_imu_rotation_error_deg,imu_rotation_consistent,imu_rejected,message,pose_source,map_point_count,map_inlier_count,local_landmark_count,map_descriptor_match_count,map_message,new_feature_count,tracking_state,reference_keyframe_id,is_keyframe,loop_candidate_count,loop_candidate_id,loop_match_count,loop_accepted,relocalized,graph_cost_before,graph_cost_after,loop_relative_scale
0.006001000,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,0,0,nan,nan,nan,nan,nan,0,0,initialized,initialization,0,0,0,0,,1000,TRACKING,0,1,0,-1,0,0,0,nan,nan,nan
0.018001000,1,0.012804188,0.010168290,-0.067567759,-0.000251024,-0.000238192,0.000376949,0.999999869,894,82,29,1.347385233,1.384153121,0.058636801,0.015009102,0.055333670,1,0,ok,vo_fallback,19,0,19,0,solvePnPRansac cv2 error,106,TRACKING,0,0,0,-1,0,0,0,nan,nan,nan
0.030001000,0,0.012804188,0.010168290,-0.067567759,-0.000251024,-0.000238192,0.000376949,0.999999869,739,89,11,nan,nan,nan,nan,nan,0,0,PnP inlier ratio too low: 0.124,none,16,0,19,0,solvePnPRansac failed,261,LOST,0,0,0,-1,0,0,0,nan,nan,nan
0.042001000,1,0.008845393,-0.052518573,-0.015392993,-0.000711448,0.000377649,0.000788710,0.999999365,787,120,30,1.466269427,1.379770221,0.099950964,0.001844599,0.099760619,1,0,ok,vo_fallback,12,0,19,0,not enough map correspondences,213,TRACKING,0,0,0,-1,0,0,0,nan,nan,nan
0.054001000,1,0.056630237,0.044202736,0.026678953,0.000414831,-0.000648581,0.002066611,0.999997568,788,98,26,1.748900235,1.809350137,0.227881294,0.002764155,0.229220529,1,0,ok,vo_fallback,9,0,19,0,not enough map correspondences,212,TRACKING,0,0,0,-1,0,0,0,nan,nan,nan
0.066001000,1,0.063166011,-0.006363216,-0.088292524,-0.000137302,-0.001077612,0.002833820,0.999995395,862,95,31,1.135347553,0.932210650,0.118950909,0.009143395,0.115011587,1,0,ok,vo_fallback,9,0,19,0,not enough map correspondences,138,TRACKING,1,1,0,-1,0,0,0,nan,nan,nan
0.078001000,1,0.140367706,-0.043735950,-0.054445161,-0.002004582,0.001127737,-0.003337884,0.999991784,765,85,16,1.192344811,1.137659683,0.780909521,0.006611630,0.783751398,1,0,ok,vo_fallback,23,9,35,0,too few PnP inliers: 9,235,TRACKING,1,0,0,-1,0,0,0,nan,nan,nan
0.090001000,0,0.140367706,-0.043735950,-0.054445161,-0.002004582,0.001127737,-0.003337884,0.999991784,920,133,41,1.317300696,1.229264868,1.207347118,0.013068709,1.201263509,1,0,translation step too large: 0.728,none,23,6,35,0,too few PnP inliers: 6,80,LOST,1,0,0,-1,0,0,0,nan,nan,nan
0.102001000,1,0.133266868,-0.039701111,-0.051234819,-0.002123767,0.001444241,-0.003041813,0.999992076,836,72,48,0.958081407,0.719696145,0.051507296,0.027401345,0.034081230,1,0,ok,vo_fallback,19,0,35,0,solvePnPRansac failed,164,TRACKING,1,0,0,-1,0,0,0,nan,nan,nan
0.114001000,0,0.133266868,-0.039701111,-0.051234819,-0.002123767,0.001444241,-0.003041813,0.999992076,703,77,0,nan,nan,nan,nan,nan,0,0,solvePnPRansac cv2 error,none,14,0,35,0,not enough map correspondences,297,LOST,1,0,0,-1,0,0,0,nan,nan,nan
