timestamp,vx_camera,vy_camera,vz_camera,speed
0.006001000,1.065218626,0.891192953,-1.409860879,1.979046058
0.018001000,0.670454301,0.561098802,-0.887884977,1.246066036
0.030001000,0.276069418,0.231040683,-0.365599696,0.513086015
0.042001000,-0.144724580,-0.645875491,-0.838804002,1.068500121
0.054001000,-0.217086869,-0.968813237,-1.258206004,1.602750182
0.066001000,-0.217272234,-0.968773840,-1.258204343,1.602750182
0.078001000,-0.163123927,-0.592295452,-0.757327831,0.975176272
0.090001000,-0.027413657,0.080330662,0.122212596,0.148796648
0.102001000,-0.082311070,0.156070604,0.160826402,0.238743120
0.114001000,-0.110356379,0.169836221,0.176752211,0.268820045
0.126001000,-0.096909162,0.117597641,0.114001813,0.190307657
0.138001000,-0.069460107,0.079730946,0.094698790,0.141949255
0.150001000,0.073257806,0.080056803,-0.122698519,0.163800868
0.162001000,0.214318608,-0.014882509,0.387714289,0.443256500
0.174001000,0.258807103,-0.080328886,0.701767613,0.752270981
0.186001000,0.153548362,0.022813633,0.722461929,0.738951148
0.198001000,-0.006036436,0.081892282,0.538856210,0.545076875
0.210001000,-0.095397060,0.212871524,-0.088981372,0.249664914
0.222001000,0.120301157,0.429086512,0.233262473,0.502990045
0.234001000,0.564035393,0.819325329,-0.046614867,0.995792582
0.246001000,0.708246328,1.013598045,-0.289109750,1.269873342
0.258001000,0.616371129,0.870020149,-0.435385071,1.151698133
0.270001000,0.288373220,0.388582950,-0.485366420,0.685373172
0.282001000,0.151025714,-0.324740047,1.120406399,1.176254803
0.294001000,0.226538572,-0.487110070,1.680609598,1.764382205
0.306001000,0.226136832,-0.487127562,1.680658632,1.764382205
0.318001000,0.150757888,-0.324751708,1.120439088,1.176254803
0.330001000,0.000000000,-0.000000000,0.000000000,0.000000000
0.342001000,0.117275718,0.079038723,-0.521751784,0.540578984
0.354001000,0.175913577,0.118558085,-0.782627676,0.810868476
0.366001000,0.268866848,0.006431119,-0.903139054,0.942332687
0.378001000,0.283975753,-0.061427852,-0.725275767,0.781306949
0.390001000,0.184460357,-0.007450435,-0.019661593,0.185654815
0.402001000,0.139735830,0.108194122,0.138150445,0.224315883
0.414001000,0.080248721,0.191603660,0.293860876,0.359869468
0.426001000,0.028690262,0.137159171,0.294439609,0.326083506
0.438001000,0.001703302,0.038152370,0.130968240,0.136422815
0.450001000,-0.022012662,0.045581213,0.119041199,0.129356141
0.462001000,-0.066713056,0.035734869,0.053909086,0.092918255
0.474001000,-0.035279979,-0.021144657,0.054169556,0.068015544
0.486001000,-0.037715922,-0.028288261,0.088392928,0.100179969
0.498001000,-0.027604298,-0.026007597,0.093156019,0.100580496
0.510001000,-0.028778345,-0.036446403,0.174471575,0.180546016
0.522001000,-0.035905916,-0.033215589,0.158976627,0.166331230
0.534001000,-0.035785087,-0.033228257,0.159001221,0.166331230
0.546001000,0.041582111,-0.041155134,0.060188378,0.083937225
0.558001000,0.134798532,-0.020417123,0.009441559,0.136662527
0.570001000,0.197882820,-0.087250174,0.347746618,0.409509357
0.582001000,0.187161693,-0.113207556,0.520339706,0.564445621
0.594001000,0.105858860,-0.103012205,0.597704262,0.615684982
0.606001000,0.014560729,-0.047126243,0.353003661,0.356432998
0.618001000,0.049775743,0.089719821,-0.256306471,0.276080202
0.630001000,0.096257187,0.117390405,-0.433733587,0.459533217
0.642001000,0.128426069,0.089604926,-0.466000291,0.491608146
0.654001000,0.143721578,0.023827481,-0.224358622,0.267507817
0.666001000,0.077536813,-0.011964657,0.160848932,0.178962257
0.678001000,0.078177324,0.004242360,0.194913077,0.210049516
0.690001000,-0.026446299,0.158840226,-0.018540486,0.162090635
0.702001000,-0.125059718,0.212062228,-0.179374319,0.304607071
0.714001000,-0.133233975,0.212182928,-0.191126526,0.315122573
0.726001000,-0.081590582,0.153582609,-0.069277864,0.187200596
0.738001000,0.234488671,0.080070571,-0.408396517,0.477686035
0.750001000,0.356441617,0.086173205,-0.644626719,0.741633369
0.762001000,0.346639868,0.115519055,-0.476831357,0.600726221
0.774001000,0.244881426,0.116082578,-0.120122569,0.296431289
0.786001000,0.019606011,0.057794941,0.272141560,0.278900841
0.798001000,0.062153066,0.104805916,-0.061009491,0.136269739
0.810001000,0.264868524,-0.082456836,-0.395411370,0.483016166
0.822001000,0.366428277,-0.155737408,-0.386950619,0.555206812
0.834001000,0.398580110,-0.160577320,-0.328575130,0.540936962
0.846001000,0.323463626,-0.128856953,-0.221608505,0.412726497
0.858001000,0.240841789,0.132216202,-0.047054845,0.278747287
0.870001000,0.261797277,0.175322904,0.052946984,0.319498541
0.882001000,0.199157284,0.142573676,0.148608070,0.286487758
0.894001000,0.128434635,0.073518224,0.100346880,0.178801234
0.906001000,0.042592671,-0.030091289,-0.006423826,0.052544142
0.918001000,0.036375493,-0.022600744,-0.005302488,0.043151900
0.930001000,0.006255371,-0.035217078,0.077863139,0.085685709
0.942001000,-0.048951345,-0.037026227,0.140099802,0.152954667
0.954001000,-0.066235306,-0.032932521,0.150211854,0.167437355
0.966001000,-0.061428070,-0.017859590,0.110242971,0.127459349
0.978001000,-0.018588687,0.036243578,-0.091905754,0.100527627
0.990001000,0.023739667,0.042098388,-0.168243855,0.175048110
1.002001000,0.023651733,0.042106006,-0.168254334,0.175048110
1.014001000,0.015767822,0.028070670,-0.112169556,0.116698740
1.026001000,0.018829464,-0.020889076,-0.036684503,0.046223965
