timestamp,success,tx,ty,tz,qx,qy,qz,qw,track_count,pnp_point_count,pnp_inlier_count,reprojection_error_mean,reprojection_error_median,message
1750921983.143057108,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,0,0,nan,nan,initialized
1750921983.149057150,1,0.000093655,-0.005977492,-0.011321686,0.001470369,0.003620949,-0.000477177,0.999992249,922,570,549,0.762842656,0.645501334,ok
1750921983.155057192,1,0.000813234,-0.013544499,-0.021951112,0.003422993,0.007499115,-0.000981950,0.999965540,910,587,577,0.690653962,0.550924857,ok
1750921983.161057234,1,0.000509332,-0.018855239,-0.031766110,0.004983059,0.011120302,-0.001636284,0.999924412,887,600,586,0.686749579,0.542136319,ok
1750921983.167057276,1,-0.000925932,-0.022632798,-0.042444800,0.006018080,0.014576476,-0.002167284,0.999873298,859,582,573,0.639576200,0.541478990,ok
1750921983.173057318,1,-0.002016163,-0.026892180,-0.052717218,0.007107742,0.018120219,-0.002873208,0.999806422,851,582,573,0.642068820,0.528112306,ok
1750921983.179057360,1,-0.003310215,-0.031209590,-0.063436405,0.008258574,0.021618835,-0.003293304,0.999726751,840,551,541,0.626106033,0.520674684,ok
1750921983.185057402,1,-0.004840905,-0.035867829,-0.074533379,0.009541570,0.025288502,-0.003629527,0.999628069,832,552,545,0.654201512,0.568576967,ok
1750921983.191057444,1,-0.006009023,-0.039924994,-0.084694585,0.010452956,0.029109565,-0.004238672,0.999512582,828,547,538,0.683778409,0.569696516,ok
1750921983.197057486,1,-0.007689994,-0.042995173,-0.095440023,0.011083821,0.032686234,-0.004688973,0.999393202,825,531,524,0.653795379,0.571204785,ok
1750921983.203057528,1,-0.009130605,-0.044098479,-0.105536434,0.011331610,0.036203393,-0.005002493,0.999267674,817,551,535,0.627370551,0.515767897,ok
1750921983.209057570,1,-0.009848701,-0.045756758,-0.115436197,0.011916629,0.039934585,-0.005421300,0.999116526,791,502,493,0.635627854,0.517751335,ok
1750921983.215057611,1,-0.010828250,-0.047984667,-0.125380752,0.012866357,0.043742877,-0.005991194,0.998942002,781,524,516,0.647687776,0.541807446,ok
1750921983.221057653,1,-0.013755128,-0.049497615,-0.136060786,0.013674430,0.047104279,-0.006554178,0.998774869,769,531,522,0.693898646,0.603085942,ok
1750921983.227057695,1,-0.015938028,-0.049336223,-0.145286512,0.014139088,0.050365924,-0.007034046,0.998605969,759,522,515,0.640440096,0.522514854,ok
1750921983.233057737,1,-0.017557240,-0.052082941,-0.156062034,0.015130988,0.053875296,-0.007090225,0.998407850,752,535,518,0.688545768,0.591608803,ok
1750921983.239057779,1,-0.020955107,-0.055307191,-0.165930251,0.015343007,0.057360106,-0.006532564,0.998214274,746,476,437,0.825836605,0.661429723,ok
1750921983.245057821,1,-0.022429731,-0.058189887,-0.177157852,0.015209819,0.061638691,-0.006652782,0.997960457,734,483,467,0.711260678,0.618424239,ok
1750921983.251057863,1,-0.023594899,-0.058985458,-0.187055360,0.014940035,0.065435733,-0.007090841,0.997719740,725,475,465,0.692229029,0.580503850,ok
1750921983.257057905,1,-0.025519802,-0.059935473,-0.196609862,0.015519874,0.068675188,-0.007533105,0.997489902,718,462,419,0.729082253,0.623927781,ok
1750921983.263057947,1,-0.027086528,-0.060881559,-0.206419207,0.016114454,0.072286809,-0.007971217,0.997221842,707,480,457,0.656878353,0.538989624,ok
1750921983.269057989,1,-0.027874298,-0.062060581,-0.216457786,0.016588499,0.076479919,-0.008554360,0.996896417,692,449,439,0.666971439,0.560831690,ok
1750921983.275058031,1,-0.029513439,-0.063686156,-0.226232953,0.017217198,0.080215278,-0.009277216,0.996585676,684,424,413,0.662188207,0.550812162,ok
1750921983.281058073,1,-0.031354649,-0.065798938,-0.236479932,0.018089165,0.083864754,-0.010035280,0.996262404,673,427,413,0.671375946,0.573428209,ok
1750921983.287058115,1,-0.034134727,-0.067666415,-0.247114039,0.018715355,0.087499587,-0.010258488,0.995935902,655,370,363,0.657867961,0.537284368,ok
1750921983.293058157,1,-0.035638882,-0.068598216,-0.257545349,0.019086299,0.091757753,-0.010553965,0.995542486,647,380,376,0.654980258,0.578213782,ok
1750921983.299058199,1,-0.038396078,-0.069363059,-0.266734605,0.019491984,0.095539513,-0.011269077,0.995170976,638,355,352,0.618036996,0.519489962,ok
1750921983.305058241,1,-0.040265439,-0.069668789,-0.276622594,0.019587414,0.099149021,-0.012203357,0.994804947,630,354,353,0.636432040,0.552982850,ok
1750921983.311058283,1,-0.042917541,-0.070660698,-0.286108787,0.019664253,0.102527433,-0.012655026,0.994455274,622,347,344,0.607334859,0.502544908,ok
1750921983.317058325,1,-0.045340847,-0.071130586,-0.296098302,0.019680390,0.106600727,-0.012599389,0.994027275,614,328,323,0.655282853,0.597068147,ok
1750921983.323058367,1,-0.045923106,-0.071332162,-0.307138660,0.019654256,0.111341989,-0.013021029,0.993502453,604,313,308,0.685025112,0.582327610,ok
1750921983.329058409,1,-0.047672192,-0.072939873,-0.317225540,0.020280461,0.115244728,-0.013751793,0.993034865,592,317,315,0.654327221,0.574657262,ok
1750921983.335058451,1,-0.050182075,-0.073804522,-0.326528988,0.020731064,0.118767353,-0.014076803,0.992605855,584,267,264,0.586307989,0.510657122,ok
1750921983.341058493,1,-0.054207739,-0.074853301,-0.335096076,0.021030770,0.122386658,-0.013424146,0.992168839,578,302,299,0.669276967,0.554020163,ok
1750921983.347058535,1,-0.057106435,-0.077422304,-0.345806284,0.021571655,0.126817536,-0.012774695,0.991609189,569,264,254,0.688118696,0.584094919,ok
1750921983.353058577,1,-0.056920510,-0.076762752,-0.356416839,0.021122581,0.131696429,-0.013043436,0.990979190,556,262,257,0.693561159,0.583111559,ok
1750921983.359058619,1,-0.059199380,-0.078533859,-0.366703580,0.021618105,0.135324882,-0.013728655,0.990470271,540,263,261,0.620537181,0.583847643,ok
1750921983.365058661,1,-0.058603540,-0.078679431,-0.376506385,0.021695937,0.139816721,-0.014091352,0.989839383,531,264,258,0.619091436,0.547587826,ok
1750921983.371058702,1,-0.060690576,-0.078627839,-0.385149299,0.022083039,0.144043847,-0.013980327,0.989226091,513,286,283,0.569943632,0.522757155,ok
1750921983.377058744,1,-0.062734682,-0.079312843,-0.394727777,0.022949059,0.148693427,-0.013834656,0.988520211,507,278,273,0.647111563,0.574833227,ok
1750921983.383058786,1,-0.066800011,-0.078822685,-0.403156896,0.023702088,0.152370251,-0.013880062,0.987941730,499,292,287,0.627335189,0.553876763,ok
1750921983.389058828,1,-0.069125087,-0.078105595,-0.411108238,0.024490184,0.156219349,-0.014074484,0.987318416,489,303,299,0.622155067,0.542122856,ok
1750921983.395058870,1,-0.071845553,-0.078031215,-0.420791786,0.024937990,0.160287223,-0.014454147,0.986649472,482,301,297,0.705817559,0.576934858,ok
1750921983.401058912,1,-0.077006094,-0.079883905,-0.430410922,0.025514188,0.163659765,-0.014929562,0.986073839,471,249,245,0.662506812,0.588123659,ok
1750921983.407058954,1,-0.079678754,-0.079968414,-0.438705805,0.025190798,0.167398955,-0.015278499,0.985448924,465,189,184,0.664362345,0.544803228,ok
1750921983.413058996,1,-0.084344977,-0.081261484,-0.448223539,0.024802498,0.170825731,-0.015286697,0.984870409,453,207,205,0.582285053,0.508644931,ok
1750921983.419059038,1,-0.088169791,-0.081760709,-0.457998074,0.023850406,0.174639375,-0.015049134,0.984228515,443,213,212,0.536182873,0.469256728,ok
1750921983.425059080,1,-0.092780535,-0.082063033,-0.467609307,0.022796169,0.178535275,-0.014651238,0.983560284,434,202,202,0.535881818,0.486328445,ok
1750921983.431059122,1,-0.096435997,-0.082116860,-0.476754779,0.022136878,0.182399975,-0.014636926,0.982866201,427,197,196,0.588048109,0.518542516,ok
1750921983.437059164,1,-0.101156120,-0.081749316,-0.485858984,0.022090458,0.185863711,-0.014682565,0.982217448,416,174,164,0.642921139,0.490713810,ok
1750921983.443059206,1,-0.106887847,-0.081425935,-0.494511659,0.022304414,0.189255511,-0.014597796,0.981565978,412,198,193,0.610042060,0.565370861,ok
1750921983.449059248,1,-0.110860851,-0.080713728,-0.503181045,0.022349735,0.193331927,-0.014554577,0.980770829,408,195,194,0.522215796,0.495497041,ok
1750921983.455059290,1,-0.112705319,-0.081085909,-0.512781154,0.022982577,0.197907972,-0.014632055,0.979841895,401,155,151,0.593190342,0.502411306,ok
1750921983.461059332,1,-0.115937807,-0.080094018,-0.522590567,0.023193799,0.201984067,-0.015095369,0.978997760,394,156,153,0.590218349,0.536399365,ok
1750921983.467059374,1,-0.120082215,-0.079751486,-0.531893459,0.023470270,0.205839709,-0.015491407,0.978181566,385,165,164,0.579072960,0.527434952,ok
1750921983.473059416,1,-0.124729151,-0.079197674,-0.540335875,0.023519636,0.209646119,-0.015701768,0.977368296,381,146,145,0.515764646,0.486330800,ok
1750921983.479059458,1,-0.130472641,-0.080727328,-0.548931156,0.024369062,0.213088928,-0.015821887,0.976600699,370,140,136,0.581489061,0.534780015,ok
1750921983.485059500,1,-0.135782622,-0.081541321,-0.558425990,0.024878957,0.216499126,-0.015839844,0.975837213,362,141,139,0.524569788,0.473922473,ok
1750921983.491059542,1,-0.140591927,-0.081954117,-0.566803506,0.024867514,0.219965317,-0.016190964,0.975056264,353,134,134,0.598121315,0.548302930,ok
1750921983.497059584,1,-0.145674873,-0.083647538,-0.575969177,0.025074484,0.223760920,-0.016342188,0.974184404,345,134,134,0.581697408,0.528732917,ok
1750921983.503059626,1,-0.150333353,-0.084786467,-0.585264203,0.025226111,0.227667017,-0.016316560,0.973275471,334,137,137,0.580146843,0.506433358,ok
1750921983.509059668,1,-0.155696859,-0.084865353,-0.593139900,0.025222254,0.231016789,-0.016127904,0.972489060,326,128,128,0.522432039,0.459554724,ok
1750921983.515059710,1,-0.160220556,-0.086005383,-0.601138370,0.025836083,0.234754430,-0.016552480,0.971570311,323,118,118,0.619832083,0.530405506,ok
