timestamp,success,tx,ty,tz,qx,qy,qz,qw,track_count,pnp_point_count,pnp_inlier_count,reprojection_error_mean,reprojection_error_median,pnp_rotation_step_deg,imu_rotation_step_deg,pnp_imu_rotation_error_deg,imu_rotation_consistent,imu_rejected,message,pose_source,map_point_count,map_inlier_count,local_landmark_count,map_descriptor_match_count,map_message,new_feature_count,tracking_state,reference_keyframe_id,is_keyframe,loop_candidate_count,loop_candidate_id,loop_match_count,loop_accepted,relocalized,graph_cost_before,graph_cost_after,loop_relative_scale
0.006005000,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,0,0,nan,nan,nan,nan,nan,0,0,initialized,initialization,0,0,0,0,,1000,TRACKING,0,1,0,-1,0,0,0,nan,nan,nan
0.018005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,982,33,13,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 13,none,17,9,17,0,too few PnP inliers: 9,18,LOST,0,0,0,-1,0,0,0,nan,nan,nan
0.030005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,663,14,0,nan,nan,nan,nan,nan,0,0,not enough PnP correspondences,none,11,0,17,1,not enough map correspondences,337,LOST,0,0,0,-1,0,0,0,nan,nan,nan
0.042005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,757,23,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,7,0,17,0,not enough map correspondences,243,LOST,0,0,0,-1,0,0,0,nan,nan,nan
0.054005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,757,24,12,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 12,none,3,0,17,0,not enough map correspondences,243,LOST,0,0,0,-1,0,0,0,nan,nan,nan
0.066005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,750,22,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,1,0,17,0,not enough map correspondences,250,LOST,0,0,0,-1,0,0,0,nan,nan,nan
0.078005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,735,19,7,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 7,none,1,0,17,0,not enough map correspondences,265,LOST,0,0,0,-1,0,0,0,nan,nan,nan
0.090005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,770,19,8,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 8,none,0,0,17,0,not enough map correspondences,230,LOST,0,0,0,-1,0,0,0,nan,nan,nan
0.102005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,769,16,8,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 8,none,0,0,17,0,not enough map correspondences,231,LOST,0,0,0,-1,0,0,0,nan,nan,nan
0.114005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,759,19,8,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 8,none,0,0,17,0,not enough map correspondences,241,LOST,0,0,0,-1,0,0,0,nan,nan,nan
